model,sentences,bleu_cased,bleu_uncased,chrfpp_cased,chrfpp_uncased,mean_sentence_chrfpp_uncased,token_edit_rate_percent,raw_exact_match_percent,normalized_exact_match_percent,average_reference_tokens,average_hypothesis_tokens,length_ratio,empty_outputs
TensorFlow NMT,1553,19.254885087237717,20.015665569986847,37.53982087287484,38.16725034546483,38.69686337768266,68.73676983809142,0.77269800386349,0.77269800386349,22.509980682549905,22.200257566001287,0.9862406316150809,0
PyTorch Transformer,1553,23.033567173144473,25.45876462871199,42.89900884019494,44.691454415976686,45.258667003771116,62.12884032267292,0.0,0.0,22.509980682549905,22.7269800386349,1.0096401395960868,1
